"Class? (MATH 143, PSY 202, etc)",Book Title,Book Author,Edition,Link,ISBN
CPE 453,Operating Systems: Design and Implementation,Tanenbaum,3,https://drive.google.com/open?id=11uXEd3Lu3RKZEncsT5ZmEY3wbZpENh8u,9780131429383
CPE 453,Operating Systems: Three Easy Pieces,Arpaci-Dusseau,1,https://drive.google.com/open?id=1cjsipO78-MLvyrdUCjmFGXXjXygdVCFj,9781985086593
CPE/CSC 225,Introduction to Computing Systems: From Bits and Gates to C and Beyond,"Patt, Patel",2,https://drive.google.com/file/d/0B_y5VoosmiugNWpjM1VJTlM1RGM/view,9780071215039
CRP 201,101 Things I Learned in Urban Design School,"Matthew Fredrick, Vikas Mehta",,https://drive.google.com/open?id=1Kd0TzKzNq4d5pPrNSeVTpXyIPxJPn3W-,
CRP 211,History of Urban Form,A. E. J. Morris,3,https://drive.google.com/open?id=1_R7RD2EZakbf6QYs9Aoy-Qc6Omh_zymH,
CRP 315,Guide to Local Government Finance in California,"Michael Multari, Michael Coleman, Ken Hampian and Bill Statler,",2,https://drive.google.com/open?id=1NwENZKprN7hnk88TLIJrhuSye-bcEgEJ,
CRP 334,Thank You For Being Late: An Optimists Guide to Thriving in the Age of Accelerations,Thomas L. Friedman,1,https://drive.google.com/open?id=1KVTfwmUqKuKZplbMyQ0X6R2RQYMO5iyZ,
CRP 440,"Climate Action Planning - A guide to creating low-carbon, resilient communities","Boswell, Greve, & Seale",,https://link-springer-com.ezproxy.lib.calpoly.edu/content/pdf/10.5822%2F978-1-61091-964-7.pdf,9781610919647
CRP 457,GIS Tutorial 1: Basic Workbook,Gorr and Kurland,,https://drive.google.com/open?id=1RqZgb2CgSa7HbMpcKbs-NN4sIfbMaMsf,
CRP 501,Cities of Tomorrow,Peter Hall,4th,http://library1.ga/_ads/BFBDE15A281FF5F5A74B273E92FEA8F0,9781118456477
CRP 504,Planning for Sustainability,Stephen Wheeler,1st,http://library1.ga/_ads/42B682405D674C4E468F18EFAEEEA01A,
CSC 231,Matlab an Introduction with applications,Amos Gilat,,https://drive.google.com/open?id=1hYjCddoRDOv4unab6htcLz0CipWj_9vx,
CSC 231,MatLab: An Introduction with Applications,Amos Gilat,6,https://drive.google.com/open?id=1rxvYghqXbsAV-_mW0eoUg9xaP2piPdc5,9781119256830
CSC 231,MATLAB,AMOS GILAT,4,https://www.researchgate.net/profile/Hazim_Tahir/post/How_can_I_find_the_coefficient_for_fitting_a_curve_in_MATLAB/attachment/59d61dd179197b807797a400/AS%3A273591222898691%401442240638234/download/MATLAB_+An+Introduction+with+Ap+-+Amos+Gilat.pdf,9781118136621
CSC 231,MATLAB,AMOS GILAT,5,http://shannon.ir/Bookme/MATLAB:%20An%20Introduction%20with%20Applications.pdf,9781118801802
CSC 248,Discrete Mathematics and its Applications,K. H. Rosen.,8,https://drive.google.com/open?id=1-jfOHcJNNUDHw1CLv-2vg5tKZgdZp03V,9781259676512
CSC 305,Design Patterns Elements of Reusable Object-Oriented Software,"Gamma, Helm, Johnson, Vlissides",,https://drive.google.com/open?id=1TImjKtKqUFau2ln_8fOGq_QeVUOGYaWL,
CSC 305,Effective Java,Bloch,3,https://drive.google.com/open?id=1BMXJSm8HdCeB6vz-lgqWiMgLc-K0Oq1-,9780134685991
CSC 348,Discrete Mathematics and its Applications,K. H. Rosen,8,https://drive.google.com/open?id=1ic51hwSKHsg47Mg_x9L9IqgsFhLCFZXl,9781259676512
CSC 348,Discrete Mathematics and Its Applications,K. H. Rosen,8,https://drive.google.com/open?id=1rK17bimGr58oE_fpX16Sn3nLG3fq6Ttn,9781259676512
CSC 348,Discrete mathematics and Its applications,Kenneth H. Rosen,7,https://drive.google.com/file/d/18xdRTGLZ2dm6Chn4JGB0WNxojuOFOiE5/view?usp=sharing,9780073383095
CSC 349,Algorithms,"Dasgupta, Papadimitriou, and Vazirani",1st,https://b-ok.cc/dl/3332172/d53d90,
CSC 349,Algorithms Illuminated Part 3: Greedy Algorithms and Dynamic Programming,Time Roughgraden,1,http://www.algorithmsilluminated.org/won3sample.pdf,
CSC 349,,,,http://algorithmics.lsi.upc.edu/docs/Dasgupta-Papadimitriou-Vazirani.pdf,
CSC 349,Algorithms Illuminated Part 2 (Complete),Tim Roughgarden,1,https://drive.google.com/open?id=1kL9_DdGO0D1-YZNsGdOG2cqAgAK26U5d,
CSC 349,Algorithms Illuminated Part 3,Tim Roughgarden,1,https://drive.google.com/open?id=1-wncSbxyfalp70Jt0DgCh9o3V4wlGzAS,
CSC 349,Introductions to Algorithms,"Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein",3,https://drive.google.com/open?id=1CtcmZcu-czzcBtq8NOgv-v7qyoXO0lbG,9780262033848
CSC 349,Algorithms,Dasgupta Sanjoy,1,https://drive.google.com/open?id=1saC9baOIBytuKBDaRXghWa5BoNK-s_iG,
CSC 357,Advanced Programming in the Unix Environment,"W. Richard Stevens, Stephan A. Rago",3,https://drive.google.com/open?id=1QjVPxBiYGDrYhvm_eCx4jXDlqy4VNrIP,9780321637734
CSC 357,The C Programming Language,"Brian W. Kernighan, Dennis M. Ritchie",2,https://drive.google.com/open?id=1YXWwhkHqLJyo3qFKNXXpU-hiT1cqJTc_,9780131103627
CSC 365,Database Systems,"Hector Garcia-Molina, Jeffrey D. Ullman, Jennifer Widom",2,https://drive.google.com/file/d/1ws2hgmN1yXpGxpsMY5djZJRjeaRm1NWU/view,9780131873254
CSC 365,Database Systems,"Hector Garcia-Molina, Jeffrey D. Ullman, Jennifer Widom",2,https://drive.google.com/file/d/1ws2hgmN1yXpGxpsMY5djZJRjeaRm1NWU/view,9780131873254
CSC 406,Working Effectively with Legacy Code,Michael C. Feathers,1,https://drive.google.com/open?id=141vmcR96VeZm71rgv0eC7RbjToFWXyCo,9780131177055
CSC 445,Introduction to the Theory of Computation,Michael Sipser,3rd Edition,https://github.com/phoenixsense/CS500/blob/master/Introduction%20to%20the%20theory%20of%20computation_third%20edition%20-%20Michael%20Sipser.pdf,9781133187790
CSC 445,Languages and Machines: An Introduction to the Theory of Computer Science,Thomas A. Sudkamp,,https://drive.google.com/open?id=1NFsSkNBVKUr0_X0rk7-7I0ZBFcr4_hNq,
CSC 466,"Web Data Mining: Exploring Hyperlinks, Contents, and Usage Data,",Bing Liu,"2nd (Springer, 2011)",http://sirius.cs.put.poznan.pl/~inf89721/Seminarium/Web_Data_Mining__2nd_Edition__Exploring_Hyperlinks__Contents__and_Usage_Data.pdf,
CSC 480,Artificial Intelligence: A Modern Approach,Stuart Russell and Peter Norvig,4,https://drive.google.com/open?id=1x_JBOF-55lapj8d7R_feQ1oTg2cIv2yv,9780134610993
CSC 480,Introduction to Artificial Intelligence (2nd Edition),Wolfgang Ertel,2,https://drive.google.com/open?id=1VA1wgJ6468IKSjrwoqKIU50GHDQgHzVz,
CSC 481,Knowledge Representation and Reasoning,"Ronald J. Brachman, Hector J. Levesque",,https://drive.google.com/open?id=1o9vlYq649lKLfzyW7GgKb09myQfOLLs-,
CSC 487,Deep Learning with Python,François Chollet,1,https://drive.google.com/open?id=1vbHvCj27xRVS-FXuYVFweKNeStsYtbQP,9781617294433
CSC 487,"Deep Learning with Python, 2nd Edition",Francois Chollet,2,https://drive.google.com/open?id=1RCzLAewOvpEx0vPv884hazjO98m2vrdW,9781617296864
ECON 201,Principles of Exonomics,N. Gregory Mankiw,5th,https://www.udg.edu.me/download/122/preuzimanje,
ECON 201,Principles of Economics,N. Gregory Mankiw,9,https://drive.google.com/open?id=1U10GFAHwiONW6BOCPkXFtpG3l-XrOBo3,9780357038314
ECON 201,Principles of Economics,"Greenlaw, Shapiro, Taylor",2,https://openstax.org/details/books/principles-economics-2e,
ECON 201,Principles of Economics,Gregory Mankiw,7,https://drive.google.com/open?id=1IOAuqun-_hjKSv-hU_KAXNl3xYTxLDZW,9781305156043
ECON 201,Principles of Economics,N. Gregory Mankiw,8,https://drive.google.com/open?id=1Zdf6H8q5qDYA5_TFPPk80EcTxpjVyQCm,9781305585126
ECON 221,Principles of Microeconomics,N. Gregory Mankiw,10,https://drive.google.com/open?id=1U6XO4JQvXMPjRiS5wYjq-E3P13oyjb0Z,9780357722862
ECON 221,Principles of Microeconomics,N. Gregory Mankiw,7,https://drive.google.com/open?id=1XQE_FUdUMsFVKmivsdfEoLS45zvgHrTU,9781285165905
ECON 221,Modern Principles of Microeconomics,"Tyler Cowen, Alex Tabarrok",3,https://drive.google.com/open?id=1Wwf0u560Zqhesdzq6i9W8rsCACp0lVYh,
ECON 221,Principles of Microeconomics,N. Gregory Mankiw,7,https://drive.google.com/file/d/1Wpkc8bIJLy4Rb5vupdRqr1-EPnOEBYhd/view?usp=sharing,9781285165905
ECON 222,Macroeconomics,"Acemoglu, Laibson, List",2,https://drive.google.com/file/d/1NLjSb8qO18l5KlyPrxVU8usr9zY9sbjd/view?usp=sharing,9780134461854
ECON 222,Macroeconomic Principles and Policy,Alan S. Blinder; John L. Solow; William J. Baumol,14,https://drive.google.com/open?id=1h7CYUXwHFGG-XcXOoK9jANx03D98Yy4O,
ECON 222,Macroeconomics,"Acemoglu, Laibson, List",2,https://drive.google.com/open?id=1wIE7kKB1fm-rchcdhBCJJVMAyzdYBgBo,9780134461854
Econ 222,Macroeconomics Principles & Policy,William Baumol and Alan Blinder,13,https://drive.google.com/open?id=1PLMMan4vnXbBFGpdp4Cjq7h6YQg6I4mr,9781305280601
ECON 222,Modern Principles: Macroeconomics,Cowen and Tabarrok,2,https://drive.google.com/open?id=1_4o1V7JTa7KB8CUSUyLSqMQDFfG2g6t9,
Econ 303,Nickel and Dimed,Barbara Ehrenreich,,https://drive.google.com/open?id=1kfVw316K5pGRKhx_71R73ZMofRRilILp,
ECON 303,Poor Economics: A Radical Rethinking of the Way to Fight Global Poverty,Abhijit V. Banerjee,,https://drive.google.com/open?id=1KixH-QrEu7Hyu5r_dz6c3vrNfmePF0wI,
ECON 303,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,10,https://drive.google.com/open?id=1Gz7NfY-o46ox6iJdDZi-M5IQu4OG_Zn0,
ECON 311,Intermediate Microeconomics,Hal R. Varian,9th,https://docs.google.com/document/d/1UdeALsWKz9dARvKSJQ6-qlqjB0jnnhhRC2XbE9_YZac/edit?usp=sharing,
ECON 311,Intermediate Microeconomics,Hal R. Varian,9th,https://drive.google.com/file/d/1xhLapDJcc5BzMoeh4jnrKXeHF8LobFd5/view?usp=share_link,
ECON 313,Macroeconomics Policy and Practice,Frederic S. Mishkin,2,https://drive.google.com/open?id=1vi7Ug0-y9WpUeQ7oF_PSf__Ts_GU7Ckb,9780133424317
ECON 313,Macroeconomics: Policy and Practice,Mishkin,2nd,https://drive.google.com/file/d/1Yfah5P7BdNhxH7m4R--t9whkJBNmvvSi/view,9780133424317
ECON 337,"The Economics of Money, Banking, and Financial Markets",Mishkin,11th,https://www.academia.edu/35632126/The_Economics_of_Money_Banking_and_Financial_Markets-11th_Edition,
ECON 339,Introductory Econometrics: A Modern Aproach,Wooldridge,5,https://drive.google.com/file/d/1A9OXMgIU3HT5-56vRSHm3psW9zYnCg_Q/view?usp=sharing,9781111531041
ECON 395,Elements of Statistical Learning,-,-,The link in the drive is broken.,
ECON 395,Python Data Science Handbook,Jake Vanderplas,,https://jakevdp.github.io/PythonDataScienceHandbook/,
ECON 395,A Course in Machine Learning,Hal Daume III,,https://drive.google.com/file/d/1TsegMDCw9xjM5XHy-5RNkyCPC1vDf_kh/view?usp=sharing,
ECON 395,Advanced Analytics with Spark,"Sandy Ryza, Uri Laserson, Sean Owen & Josh Wills",,https://drive.google.com/file/d/1ZTaaUrw6rN2VvLIm20lW2YpUlaAaREGe/view?usp=sharing,
ECON 395,An Introduction to Statistical Learning,"Gareth James, Daniela Witten, Trevor Hastie, Robert Tibshirani",,https://drive.google.com/file/d/1D3lLXAZ0d9RaESN1Cmo9lMHcJtSkrPZi/view?usp=sharing,
ECON 395,Computer Age Statistical Inference,"Bradley Efron, Trevor Hastie",,https://drive.google.com/file/d/1emMStVRnWbM8GNiFybEoQR8yRX5_Ec_x/view?usp=sharing,
ECON 395,Data Wrangling with Python,Jacqueline Kazil & Katharine Jarmul,,https://drive.google.com/file/d/1FBaIkkFKF-EzHx17-jGlP9y-uiY0zy_H/view?usp=sharing,
ECON 395,How to Make Mistakes in Python,Mike Pirnat,,https://drive.google.com/file/d/18ZJbZW-g-8gvrSbVS7I33h-62kfYV5IO/view?usp=sharing,
ECON 395,Introduction to Computation and Programming Using Python,John V. Guttag,Revised and Expanded,https://drive.google.com/file/d/1MZUX8TagM7AH1wk6j1jjSTDuTbJKsp93/view?usp=sharing,
ECON 395,Machine Learning Yearning,Andrew NG,Draft,https://drive.google.com/file/d/1argbxhozXtfNw30j25bg5DbCsUnafa55/view?usp=sharing,
ECON 395,Python Data Analysis,Ivan Idris,,https://drive.google.com/file/d/1YHznAvujdHuGWei-2bPyi7yWx4cWZlt3/view?usp=sharing,
ECON 395,Python Data Science Handbook,Jake VanderPlas,,https://colab.research.google.com/drive/1ZoUj6pbkRzUF-esIZB83RHZ5rrPqw9fc,
ECON 395,Python Essential Reference,David M. Beazley,4th,https://drive.google.com/file/d/1wa88nbkdXAFQyDRYZ0KvsRPie89jqZP2/view?usp=sharing,
Econ 395,Starting Out With Python,Tony Gladis,4th,http://libgen.io/ads.php?md5=6693E1BB36550BDB6A14D843B0170F83,
ECON 395,The Elements of Statistical Learning,"Trevor Hastie, Robert Tibshirani, Jerome Friedman",2nd,https://drive.google.com/file/d/1JECC87pbpXNunCT31jcK5ktJXrLlaBDF/view?usp=sharing,
ECON 395,Web Scraping with Python,Ryan Mitchell,2nd,https://drive.google.com/file/d/1kL_8Pv-LddCSHvDwdXwHO6VcB6KF99Uy/view?usp=sharing,
Econ 405,International Finance Theory & Policy,Krugman,11,https://drive.google.com/open?id=1EV3Re1Lk267ezY8kzGl_flIJu1zjJ4gL,
ECON 431,"Environmental Economics in Theory and Practice, 2nd edition","Hanley, Nick, Jason F. Shogren, and Ben White",2,https://drive.google.com/open?id=1EsQeWQEQNxStQ6xvb__tFHWPHvaNuSRx,
ECON 434,Urban Economics,O'Sullivan,8,https://drive.google.com/open?id=1ccebctvrdERN6Xyhgd8qNnOb88dLq58G,
ECON311,Intermediate microeconomics with calculus,Hal R. Varian,,https://drive.google.com/open?id=1AMjwj8Fo0jaVrLvLh7FrtrWbPubeg-nZ,
ECON313,Macroeconomics,Charles I. Jones,5,https://drive.google.com/open?id=1MYlVcYyx4aBdZG_zJtUazjHSReCrWtbP,
EDUC 207,Educational Psychology,Anita Woolfolk,14,https://drive.google.com/open?id=17xJgVgllMr_ER75t9sDIiOqmjYQmohwW,
EDUC 414,Using Understanding by Design in the Culturally and Linguistically Diverse Classroom,Amy J. Heineken and Jay McTighte,2018,https://drive.google.com/open?id=1X1Ds7uNfWtS8T-f7p1JapO66xOH88p3f,
EDUC 424,180 Days: Two teachers and the quest to engage and empower adolescents.,"Gallagher, K., & Kittle, P",2018,https://drive.google.com/open?id=1P9VcbbOneB5yfjyIBSUYe6wycf3n5Frg,
EDUC 424,Literacy is liberation: Working toward justice through culturally relevant teaching,"Parker, K.N.",2022,https://drive.google.com/open?id=1EGgbO65wF0lrtlzc1T6kkqHuoZNS5QwQ,
EDUC 428,Teaching Reading Sourcebook,"Bill Honig, Linda Diamond, Linda Gutlohn",3,https://drive.google.com/open?id=120kc664dPR5Ir3f9luJJokC4_ZeEM3LL,
EE 111,Studying Engineering,Raymond Landis,,https://drive.google.com/open?id=1xBICsz1ghpFVI1Q1jWBFNQXYztqRkfvr,
EE 111,Studying Engineering,Raymond Landis,5,https://drive.google.com/open?id=1CmYLeZ3aNbDIJSGzE5C5fvBBoa0C0SQT,9780979348723
EE 111,Studying Engineering,Raymond Landis,4,https://drive.google.com/file/d/0ByS63Kq0K6Tib0F6V3pybEJjT0U/view,9780979348747
EE 112,Eletric Circuits,"James Nilsson, Susan Riedel",10,https://drive.google.com/file/d/19HalAZCUrFsGgZW8ETq1CVn3fAsUbx_1/view?usp=sharing,
EE 113,Electric Circuits,"James W. Nilsson, Susan A. Riedel",11,http://93.174.95.29/main/427C7698951D1602D02934669C6AF2FE,
EE 201,Electrical Engineering: Principles and Applications Solution Manual,Hambley,"3,4,5,6,7",https://media.pearsoncmg.com/bc/abp/engineering-resources/products/series.html#series=Hambley,
EE 201,Electrical Engineering Principles and Applications,Allan R. Hambley,7,https://drive.google.com/open?id=1miKDezBr1iFGOQvY6EYO2_snhqGhOf-F,
EE 201,Principles and Applications of Electrical Engineering,GIORGIO RIZZONI and JAMES KEARNS,6,https://drive.google.com/open?id=11uAYzmIbLksvxpJ3y2a7ridqRZAjO_qs,
EE 201,Principles And Applications of Electrical Engineering,"Giorgio Rizzoni, James Kearns",7,https://drive.google.com/open?id=1aNUJpiqvsAhX0-xQL_HK705dZnsYvD6T,
EE 211,Electric Circuits,"James W. Nilsson, Susan A. Riedel",11,https://drive.google.com/file/d/1UW74sDvbTL6A55hGYgVtf4Gqw3KvGCRU/view?usp=sharing,
EE 211,Instrumentation and Measurement in Electrical Engineering,Roman Malaric,,https://drive.google.com/file/d/1TsIYLw5M7PVkku-QMrrJN3tp92xEz2b8/view?usp=sharing,
EE 211,Electric Circuits,"James W. Nilsson, Susan A. Riedel",11,https://drive.google.com/open?id=1xgzVePwRym7OUqvqU8WB2dxgApRPAxHz,
EE 211,Electric Circuits,"James W. Nilsson, Susan A. Riedel",12,https://drive.google.com/open?id=1fT0bkv_325YWpGeHhOrozLrS249RPW4N,
EE 212,Electric Circuits Solution Manual,"Nilsson, Riedel","10th, not cal poly",https://drive.google.com/open?id=1I2NDZgrSeeadKnKpmZ61v9jM7HpP9i8j,
EE 228,"Signal Processing and Linear Systems, Second Edition","B.P. Lathi, Roger Green",2,https://drive.google.com/open?id=1XyYxU7tiD_1_tkf8-T_1VSpkTGalzSOQ,
EE 228,Signals and Systems,Mahmood Nahvi,1st?,https://drive.google.com/file/d/1_s6V22piw1FOjEg5jJBZJJoiYWVTgcJb/view,
EE 228,Signals and Systems,Mahmood Nahvi,1st edition,"https://cloudflare-ipfs.com/ipfs/bafykbzacedn3yjp3kft77ojohpgyofnhejpqjfb37ztmiys6xyi2qeefiebvq?filename=[%20]%20Mahmood%20Nahvi%20-%20Signals%20&%20Systems%20(2014,%20McGraw-Hill).pdf",
EE 228,Analog and DigitalSignal Processing,Ashok Ambardar,2,https://drive.google.com/open?id=1sND8eGBx5b6UxeQmscFMLXqW6W97t6Jj,
EE 228,Signals & Systems: Theory and Applications,"Fawwaz T. Ulaby, Andrew E. Yagle",,https://drive.google.com/open?id=1jAzo_dCuZsSnDL_i21ISBBnMN4pPUidr,
EE 255,Electric Machinery Fundamentals,Stephen J. Chapaman,,https://drive.google.com/open?id=1Rj1CkHOQUP7ODR8tykvATRej2tB2DY3p,
EE 255,Electric Machinery Fundamentals Solutions,Stephan J. Chapman,5,https://drive.google.com/open?id=1-CzIgVKysFbMn62O1oaUTBWKY6DqsYXi,
EE 255,Electric_Machinery_Fundamentals_Chapman_5th_Solutions,Stephan J. Chapman,,https://drive.google.com/open?id=17QcaQfnVybT8xxMFi9Z4lgXntzduM-uI,
EE 255,Introduction to Modern Analysis of Electric Machines and Drives,"Krause, Thomas C.",,https://drive.google.com/open?id=1tOk69-si08HiV5NQjytO-p9bhO3RMQUe,
EE 255,Principles of Electric Machines and Power Electronics,P. C. Sen,3,https://drive.google.com/open?id=1ndLvJ3IvkUss7YQvD5_suxZgixrIer5t,
EE 255,Principles of Electric Machines and Power Electronics - P.C. Sen and Wiley (2014),"P.C. Sen, Wiley",3,https://drive.google.com/open?id=1rXLZFGzbhqcfsvm8yU37ObHkB2FVSIna,
EE 302,Modern Control Systems,Dorf,13,https://drive.google.com/file/d/18q-Cvg2-I4fnDFg8TlS47IZysA2GwTOD/view?usp=sharing,
EE 302,Modern Control Systems,Richard C. Dorf,13,https://drive.google.com/open?id=1opGFw9WkA9DkJ8lI1WRro-NXcx7bxSfG,
EE 306,Semiconductor Device and Analog Electronics,Braun,1,https://drive.google.com/open?id=1rVSMleIwXZN5Qi8azkFp37zvlV0JB0te,
EE 306,Semiconductor Device Electronics (CPE student edition),Braun,3,https://drive.google.com/open?id=1Kgt3SgDwI_Sn2Za_DLdZxeJu4KhGzOiD,
EE 306,Semiconductor Device Electronics (CPE student edition) [BOOKMARKS INCLUDED],Braun,3,https://drive.google.com/open?id=1_AmN98ix512PmuMueWEHQ74-rNYLjCgA,
EE 307,Introduction to Digital Microelectronic Circuits,K Gopalan,1,https://drive.google.com/open?id=1dw5PIqHLZkIXBQ7GsMiIkwsiquvx6viw,
EE 307,Introduction to Digital Microelectronic Circuits,Irwin K. Gopalan,1,https://drive.google.com/open?id=1ubPPZVSL8ffHeQgH3sBlcc_v9UPC4D3-,
EE 307,Introduction to Digital Microelectronic Circuits [BOOKMARKS INCLUDED],"K. ""Gopal"" Gopalan",1,https://drive.google.com/open?id=1mm0gSdPUD2Z65QbJdKfYlRFXeDO-AUM6,
EE 308,Analog Circuit Design: Discrete and Integrated,S. Franco,,https://drive.google.com/open?id=1ev3k5A56954u4pvZZu5xcLvBAw7J0qDD,
EE 314,Principles of Modern Communication Systems,Samuel O. Agbo and Matthew N. O. Sadiku,1,https://drive.google.com/file/d/1mMQl5wOdhzkYJ1G01OHmeECoEEVtPsET/view?usp=sharing,
EE 314,Principles of Modern Communication Systems,Samuel O. Agbo and Matthew N. O. Sadiku,1,https://drive.google.com/open?id=1WyAY98h9sBsddMh2kK49FRfiJwRVuATI,
EE 314,Principles of Modern Communication Systems (2016),"Agbo, S. O. & Sadiku, M. N. O",1,https://drive.google.com/open?id=1JRo85FptfW5G-T0CW_625TbiwL5wJ3vm,
EE 321,Principles and Applications of Electrical Engineering,Rizzoni,7,https://drive.google.com/file/d/1ifhq-L2_PVSKIPWfVuwewna3vngCq6FJ/view?usp=sharing,
EE 321,Principles and Applications of Electrical Engineering,"Rizzoni, G",5,https://drive.google.com/open?id=125l3N2OPcZAQwf4ns1Ylk3AaG60jylO1,
EE 322,Exploring Arduino,Jeremy Blum,1,https://drive.google.com/file/d/1KQfU0_RsTCJk-LQ4q86-VcZ2Pnv4cttE/view?usp=sharing,
EE 328,"Signal Processing and Linear Systems, Second Edition","B.P. Lathi, Roger Green",2,https://drive.google.com/open?id=1XyYxU7tiD_1_tkf8-T_1VSpkTGalzSOQ,
EE 335,Electromagnetic Fields and Waves SOLUTIONS,Magdy F. Iskander,1st?,https://drive.google.com/file/d/19hnpP9jZnXA4vqftybGfdxmT-TRpVDB3/view?usp=sharing,
EE 335,Electromagnetic Fields and Waves SOLUTIONS [BOOKMARKS INCLUDED],Magdy F. Iskander,,https://drive.google.com/open?id=18kUeh-hV31kQLzmF5JVkd5Abw4JrXlDh,
EE 335,Electromagnetic Waves and Fields,Magdy F. Iskander,,https://drive.google.com/open?id=1A8GYuIOAYl03NiSd73dDmKyB20ERGz44,
EE 346,Semiconductor Device Electronics Lab,E.E. Department,1,https://drive.google.com/file/d/1-XJahrYWgNMw_lDCk0JFcck4TD5sNkVn/view?usp=sharing,
EE 346,EE 346 SEMI CONDUCTOR DEVICE ELECTRONICS LAB,CP READER,20,https://drive.google.com/open?id=1LSZivdk1Tq9blJS87SMEeZ_FqJ6Xmajt,
EE 368,Signals and Systems,Mahmood Nahvi,,https://drive.google.com/open?id=1Ep-I8Mhb8bDlzN7u4R3PzoBWXQAPzn4k,
EE 375,EE 375 Signal Transmission Lab Manual,"Arakaki, EE Department",2023,https://cloudflare-ipfs.com/ipfs/bafybeiafngxjkviwiruio64aatulwe4qc3fopbb5igezsmee3nahz3wmsu/EE-375-Lab-Manual-Sp23.pdf,
EE 375,EE 375 Signal Transmission Lab Manual [BOOKMARKS INCLUDED],"Arakaki, EE Department",2023,https://drive.google.com/open?id=1hBx52cbJhQCwWreL0xxm80B0v-Bk3awv,
EE 406,Power System Analysis and Design,"J. Duncan, Thomas J. Overbye, Mulukuta S. Sarma",6,https://drive.google.com/open?id=1_DzakRI3Spp5tgQX8DmpPYC5SGeLqedn,
EE 409,Design With Operational Amplifiers And Analog Integrated Circuits,Sergio Franco,4,https://drive.google.com/open?id=1GemHnYfWuQwrz_M9cAzYGwlYLtufVwK5,
EE 416,Modern Digital and Analog Communication System,"B. P. Lathi, Zhi Ding",5,https://drive.google.com/open?id=1ceHvZ8CuqhvxElRX7SO3gYFyrf0kwdtF,
EE 418,Diode Lasers and Photonic Integrated Circuits,Coldren,2nd,https://drive.google.com/file/d/1kx8hmN8c-TbUoiFQ0p3Tuifmm5zNNygu/view?usp=sharing,9780470484128
EE 418,Fundamentals of Photonics [SOLUTION MANUAL],Bahaa E. A. Saleh & Malvin Carl Teich,3,https://drive.google.com/open?id=18TxGTapBwtHXOnGbidPRXcBMjVYhSUHo,
EE 418,"Fundamentals of Photonics, 2 Volume Set",Bahaa E. A. Saleh & Malvin Carl Teich,3,https://drive.google.com/open?id=1hAX_www19s6pJsaNaFNOEZlj6ym1D456,
EE 431,CMOS VLSI Design: A Circuits and Systems Perspective (2015),Neil Weste & David Harris,4,https://drive.google.com/open?id=1-Ty8sbql3IRLxyjFKllAlS_EB04uh7tx,9780321547743
EE 432,Digital Control System,PhilipsNagle,3,https://drive.google.com/open?id=1iQlSKjQyKhIoLOIR_rYT6oyeRzq0iwlB,9780133098327
EE 516,Pattern Classification,"Richard O. Duda, Peter E. Hart, David G. Stork",2,https://drive.google.com/open?id=1ZYLe6ZKzWiiyBSeoLkOBFwD3pnXx5hq3,
EE111,Studying Engineering - A Road Map to a Rewarding Career,Raymond Landis,5,https://drive.google.com/file/d/1rxJNueFDPFj-wWjEDrpxmcRcEN-5Gb-6/view?usp=sharing,9780979348723
EE307,(able to search text) INTRODUCTION TO DIGITAL MICROELECTRONIC CIRCUITS,K. “Gopal” Gopalan,1,https://drive.google.com/open?id=1r9_BeuUdiPxtAljCT7b8PvExnm0NBmKD,
EE307,Introduction to Digital Microelectronic Circuits,"K. ""Gopal"" Goplan",,https://drive.google.com/open?id=1m4IT7PKF9Ocu0UcEEGdW7U4YjNtI99Bk,
EE347,EE347 Lab Manual,E.E. Department,2015,https://drive.google.com/open?id=1eOY02j1GGMWOxzQBVSQMza-SfbTwFvki,
EE347,EE347 Lab Manual [BOOKMARKS INCLUDED],E.E. Department,2015,https://drive.google.com/open?id=1Is1--IYDT0FD4YavnLWYdJf0FOrKgU3c,
EE419,Digital Signal Processing using MATLAB,"Robert J. Schilling, Sandra L Harris",,https://drive.google.com/open?id=15lr2VaYLmdi5dqgP5yJQpLRPQySiOO1t,
ENG 145,Elements of Argument,Rottenburg,13th Edition,https://drive.google.com/file/d/15x-dkfGo9JZH_T_KF_GdhUGHGgoU0mpB/view,
ENG 145,Elements of Arguments,Annette Rottenberg,13th,https://drive.google.com/file/d/15x-dkfGo9JZH_T_KF_GdhUGHGgoU0mpB/view,
ENG 145,Wildland: The Making of America's Fury,Evan Osnos,,https://drive.google.com/open?id=1VI1buzn5woV7KVZEFQrIMRFVTGNinq9S,
ENG 149,Strategies for Technical Communication in the Workplace,"Laura J. Gurak, John M. Lannon",3rd,http://libgen.lc/ads.php?md5=4ADD0432CEA8F00E846884A75D861881,
ENG145,Last Best Hope: America in Crisis and Renewal,George Packer,,https://drive.google.com/open?id=1BpjKufwHnwb0YCzsKssJVZoXcXD3eeyh,
ENGL,Norton Anthology to English Literature,James Simpson and Alfred David,8,https://drive.google.com/open?id=1ftmwK3eoCcQMd17tGOTzlLMtD6o2E77Q,
