"Class? (MATH 143, PSY 202, etc)",Book Title,Book Author,Edition,Link,ISBN
PHYS 405,Introduction to Quantum Mechanics,"David J. Griffiths, Darrell F. Schroeter",3,https://drive.google.com/open?id=1EX9Fu9OsZWgrPnGCFFavB2Gy7d3rGUq2,9781107189638
PHYS 408,Introduction to Electrodynamics,David J. Griffiths,4,https://drive.google.com/open?id=15ACdNXyUUGrzBBr5GPYt6YvPE8eOKv30,9780321856562
PHYS 408,Introduction to Electrodynamics [SOLUTION MANUAL],David J. Griffiths,4,https://drive.google.com/open?id=1jyuj2lrIeVQBQG8lHdQ2jnvL3k-clizF,
PHYS 428,Nonlinear Dynamics and Chaos,Steven H. Strogatz,2,https://drive.google.com/open?id=1cx3Xz2xZVh58ICQEFfQobIIQEeCdP7Wo,9780813349107
PHYS 428,Nonlinear Dynamics and Chaos [SOLUTION MANUAL],Steven H. Strogatz,2,https://drive.google.com/open?id=13PafwXs5v84qmqQ4dHN7aYjKXRU2-V3x,
"Physics 121, 122, 123",College Physics: A strategic Approach,Randall D. Knight,4,https://drive.google.com/open?id=17jVXpskXf7vNUOmXVgrS1I3nwH9noGxe,9780134609034
POLS 111,Governing California in the Twenty-First Century,Melissa Michelson,8,https://drive.google.com/open?id=1_AUqyDtiTMMIRikllTA0oNvbQF4u944v,
POLS 112,American Government,Glen Krutz,2nd,https://assets.openstax.org/oscms-prodcms/media/documents/american-government-2e-6.11.pdf,
POLS 112,American Government and Politics Today,"Bardee, Barbara A.",2019,https://drive.google.com/open?id=1LsLUTwP6QpDgW2hQGicPeyLB0o5Oeunr,
POLS 112,The American Political System,Ken Kollman,2,https://drive.google.com/open?id=1WJAwSLB2p_-uL3QYWhWxQDN3TOF5M7UW,
POLS 112,The American Political System,Ken Kollman,3,https://drive.google.com/open?id=1K6SC5k7Z7NV2aFnZFggsztckfXRnFac5,
POLS 112,The Irony of Democracy,"Schubert, Dye, and Ziggler",17,https://drive.google.com/open?id=1q8evGULfhBpmYdjb8fFr1vB9UFNv1Rsb,
POLS 112,The logic of American politics,"Samuel Kernell , Gary C. Jacobson , Thad Kousser , Lynn Vavreck",9,https://drive.google.com/open?id=1Sr24awL2nUcEMsnutDCVRC1hF8hnWXBL,
POLS 202,Republic at Risk Self Interest in American Politics,Walter J. Stone,N/A,https://drive.google.com/file/d/1BGH5TwdQQ0XGQX7uuUsFsySapEcTlRf2/view?usp=drive_link,
POLS 230,Princeton Readings in Political Thought,"Mitchell Cohen, Nicole Fermon",1,https://drive.google.com/open?id=1-xGp28k1-3hhn3A4AxtJfwvNZxsMB9FA,
POLS 230,Princeton Readings in Political Thought,"Mitchell Cohen, Nicole Fermon",2,https://drive.google.com/open?id=1z-B8uobF4nPoqNe7tyAiI0kmBeG3Rmbs,
POLS 245,"The Judicial Process: Law, Courts, and Judicial Politics, Banks & O'Brien","Christopher P. Banks, David M. O′Brien",,https://drive.google.com/open?id=1T2Vu5d_IUMRgXBoBcwRw-uvtnu-HNqJH,
POLS 308,Peaceland; Conflict Resolution and the Everyday Politics of International Intervention,Severine Autesserre,N/A,https://www.cambridge.org/core/books/peaceland/FE7B8E75F7C88211999BF654BF968B1C,
POLS 325,Global Issues Beyond Sovereignty,Maryann Cusimano Love,5,https://drive.google.com/open?id=1re6jv0FMQcjNABuRYrVaaxjl5uXkrIKz,
POLS 339,Backsliding: Democratic Regress in the Contemporary World. 2021,Stephen Haggard and Robert Kaufma,,https://drive.google.com/open?id=19r41vHFkVa-fFDGjJPFm__E_VXd9H2B0,
POLS 445,Uncounted: The Crisis of Voter Suppression in America,Gilda R. Daniels,,https://drive.google.com/open?id=12MMJpqIfGo5J7BQTfwPi3wD4p965B8Ma,
POLS225,Essentials of International Relations,Mingst,8,https://ocd.lcwu.edu.pk/cfiles/Political%20Science/Maj/Pol.Sc-303/EssentialsofInternationalRelationsEighthEditionbyKarenA.Mingst.pdf,
PSY 201,Invitation to Psychology (8th ed.),"Carole Wade, Carol Tavris, Samuel R Sommers, and Lisa M. Shin",8,https://drive.google.com/open?id=14pGHLUYADOTuA2YQRM8dZGRUGNzbVDJM,9780134999210
psy 202,Invitation to Psychology,"Wade, Travis, Gary",6,https://drive.google.com/file/d/1WBLXaJVNOEXswp1aka-22yoV54JsK7qn/view?usp=sharing,
PSY 202,Invitation to Psychology,"Wade, Travis, Garry",6,https://drive.google.com/file/d/1WBLXaJVNOEXswp1aka-22yoV54JsK7qn/view?usp=sharing,
PSY 252,Social Psychology,"Tom Gilovich, Dacher Keltner, Serena Chen, Richard E. Nisbett",6,https://drive.google.com/open?id=1Jee90QytBlo9UctPDHS4SGpNiWMida7h,9781324045557
PSY 252,"Principles of Social Psychology, International Edition",Dr. Charles Stangor,1,https://opentextbc.ca/socialpsychology/,
PSY 252,Social Psychology,"Gilovich, Keltner, Chen, Nisbett",4,https://drive.google.com/open?id=1Kf4WLAFuErCNNRKOZKIL-c1pNXGt5cwQ,9780393938968
PSY 254,"Marriages & Families: Intimacy, Diversity","Olson, D.H., DeFrain, J., Skogrand,L. (2019)",9,https://cloudflare-ipfs.com/ipfs/bafykbzaceauxu734qhj7pilw6bzl2t3ytg276lswidwdvqijxjvmxlfkn3nkk?filename=David%20H.%20L.%20Olson_%20John%20D.%20DeFrain_%20Linda%20Skogrand%20-%20Marriages%20and%20families%20_%20intimacy%2C%20diversity%2C%20and%20strengths%20%282019%29.pdf,
PSY 254,"Marriages & Families: Intimacy, Diversity, and Strengths","Olson, D.H., DeFrain, J., Skogrand,L.",9,https://ipfs.io/ipfs/bafykbzaceauxu734qhj7pilw6bzl2t3ytg276lswidwdvqijxjvmxlfkn3nkk?filename=David%20H.%20L.%20Olson_%20John%20D.%20DeFrain_%20Linda%20Skogrand%20-%20Marriages%20and%20families%20_%20intimacy%2C%20diversity%2C%20and%20strengths%20%282019%29.pdf,
PSY 256,Human Development: A Lifespan View,Kail,7,http://93.174.95.29/main/6B0DA9BF40708F48019F3E78959E56C6,
PSY 256,Invitation to the Life Span,Kathleen Stassen Berger,5,https://drive.google.com/file/d/1OuEU0t6wjONOXICCSndTOA4Lhb3TMfLn/view?usp=sharing,
PSY 305,Personality,Jerry M. Burger,10,https://drive.google.com/open?id=1JVROs0ZqDAgmxgVPyrbf99MYpbOhKuVo,9781337559010
PSY 306,Adolescence and Emerging Adulthood,Jeffrey J. Arnett,6,https://drive.google.com/open?id=1893GGAbGgSRJ3IND_Bcn6WeRyDSjE23X,
PSY 318,Adult Development and Aging,Susan Krauss Whitbourne,Fourth,https://the-eye.eu/public/Books/Medical/texts/Adult%20Devel.%20and%20Aging%20-%20Biopsychosocial%20Persps.%204th%20ed.%20-%20S.%20Whitbourne%2C%20et.%20al.%2C%20%28Wiley%2C%202011%29%20WW.pdf,
PSY 318,ADULT DEVELOPMENT AND AGING: BIOPSYCHOSOCIAL PERSPECTIVES,Whitbourne & Whitbourne,4,https://drive.google.com/open?id=14Pgf6a59kqiQirOqyFgz5haHW0ryk6Kq,
PSY 323,The Skilled Helper A Problem-Management and Opportunity-Development Approach to Helping,"Gerald Egan, Robert J. Reese",11,https://www.dropbox.com/s/6sqjaueqlbvmcpn/The%20Skilled%20Helper%20%20A%20Problem-Management%20and%20Opportunity-Develop.pdf?dl=0,9781337672115
PSY 323,The Skilled Helper: A Problem-Management and Opportunity-Development Approach to Helping,"Gerard Egan, Robert J. Reese",11,https://drive.google.com/open?id=12mJ95I9oTMSS060kPl4JHjmROFSKtNLA,9781337672115
PSY 324,The Psychology of Sex & Gender,"Bosson, Vandello, Buckner",1,https://drive.google.com/open?id=1m496WM64zehaccZk_YrIof2imOcbCsgF,
PSy 329,Research Methods in Psychology,Beth Morling,3,https://drive.google.com/open?id=1mqPPq-KYWmuczbz7rdPlU9rGm58sWSq2,
PSY 329,"Research Methods in Psychology: Evaluating a World of Information (2nd Edition). New York: W.W. Norton & Company, Inc.","Morling, B. (2015)",2,https://drive.google.com/open?id=183pTTJNRooHf5h4FJ_nu_mWqBrOoPjbq,
PSY 330,Drugs and Behavior,"Quock, R. M. (2022).",2,https://drive.google.com/open?id=1-D1_Y_HUwmBpVQ_ubQPRPi71uoHuFxmB,
PSY 330,"Drugs, Society, and Human Behavior",Carl L. Hart & Charles Ksir,,https://drive.google.com/open?id=1mgq6xzAFjjwf2IKUgW-oEFwDBx-OIIQe,
PSY 340,Introduction to Biopsychology,"John P. J. Pinel, Steven J. Barnes",10th,https://drive.google.com/file/d/1Cwwy9oh_HJ1aUlDqvauI0nPN1se6azbF/view?usp=sharing,
PSY 344,Behavioral Genetics,"Valerie S. Knopik (Author), Jenae M. Neiderhiser (Author), John C. DeFries (Author), Robert Plomin (Author)",7th,http://library.lol/main/F5DFA211C7284968966CA9F8ABA33DF5,
PSY 350,Group Dynamics for Teams,Daniel Levi,5,https://drive.google.com/open?id=1RYnRfXrKZkv6hN-aju8qT156x--PM_TG,
PSY 357,Cognition: Exploring the Science of the Mind,Daniel Reisberg,7e,https://drive.google.com/file/d/12p8ZtcJ1MBWE8drD5lao2IpFahxorgNz/view?usp=sharing,
PSY 357,Cognition: Exploring the Science of the Mind,Daniel Reisberg,7,https://drive.google.com/open?id=11hv6iSGBjcXbhj12QR8aNB6wi0WMrdgw,
PSY 360,Applied Social Psychology: Understanding and Addressing Social and Practical Problems,"Schneider, Gruman, & Coutts",2,https://libgen.is/book/index.php?md5=FF5150C53D27424121AE12DE2D4EA157,
PSY 360,Applied Social Psychology: Understanding and Addressing Social and Practical Problems,"Schneider, Gruman, & Coutts",3,http://93.174.95.29/main/C7618402468E884674294253F37F2476,
PSY 370,"Clinical Psychology: Science, Practice, and Diversity",Andrew Pomerantz,5th,https://u1lib.org/book/11759024/7e28e2,
PSY 370,Introduction to the Counseling Profession,"Capuzzi, D & Gross, D",7th,https://drive.google.com/file/d/1Ns8jtL9P3hBwEt69UwMTzyBAXvksRCwY/view?usp=sharing,
Psy 370,"Clinical Psychology: Science, Practice, and Culture",Andrew M. Pomerantz,5,https://drive.google.com/open?id=1e6VsohQIMuu5HrgMxd_vfMpe1fpH8rlN,
PSY 370,Theory and practice of counseling and psychotherapy,Gerald Corey,11,https://drive.google.com/open?id=1jnMxvDgpiI0q1RSaLM8LCjUKWqAH5H7L,
PSY 370,"Clinical Psychology: Science, Practice, and Culture (4th edition) SAGE ISBN 978-1-5063-3374-8","Pomerantz, Andrew M. (2017)",4,https://drive.google.com/open?id=1JwqRy01vYotENg6RC-SbzrU7kbXEq2Dq,9781506333748
PSY 375,Forensic and Legal Psychology,"Costanzo, M. & Krauss, D.",3rd edition,file:///home/chronos/u-68aab7a1bc9d8c26c7a979fbaca76930c2693999/MyFiles/Downloads/Forensic%20and%20Legal%20Psychology%20by%20Mark%20Costanzo%20%20Daniel%20Krauss%20(z-lib.org).pdf,
PSY 405,Essentials of Understanding Abnormal Behavior,"David Sue, Derald Wing Sue, Diane Sue, Stanley Sue",3,https://drive.google.com/open?id=1KgLQit5FAxyHLt3-zVHrGUCiJq8KNLBL,
PSY 405,Abnormal Psychology,Comer,9,https://drive.google.com/open?id=1CMvaehanoCyl5QXrjw8Bj7nsk9dIhW0w,
PSY 430,Sensation and Perception,"Goldstein, E. B.",10,https://ipfs.io/ipfs/bafykbzacedv5iuqnjqo6wrerqri7y2treqq2ozga3n5nduy3ib6b2rhqvmu3a?filename=E.%20Bruce%20Goldstein%20-%20Sensation%20and%20Perception-Cengage%20Learning%20%282016%29.pdf,
PSY 458,The Principles Of Learning And Behavior,Michael P. Domjan,7,https://drive.google.com/open?id=14nNnAQGfv03EAeICLkNu0XxCenDA7vxs,
PSY 460,A Child Called It,Dave Pelzer,,https://drive.google.com/file/d/0B5wC-Boy59OfOWZlMmQ3ZjQtZDRmMC00OWRhLWI0OWEtYzdmNmQzYTU2NTk0/view?resourcekey=0-Vy8NVL8pYS0vm7yvKFMC7A,
PSY 460,The Boy Who Was Raised as a Dog,Bruce D. Perry,,https://yes-pdf.com/electronic-book/648,
PSY 460,UNDERSTANDING CHILD ABUSE AND NEGLECT,CYNTHIA CROSSON-TOWER,10,https://drive.google.com/open?id=1xOpvp9_v-qLDJzyKwIx9dZP2plLQNiKC,9780135168066
PSYC 1000,Sexuality and Our Diversity,Marcus Tye,2.1,https://drive.google.com/open?id=1GSPvbypga9v_JKlZxGtwx9ErqRX18mOy,
RELS 374,Fundamentalism: A Very Short Introduction,Malise Ruthven,,https://drive.google.com/open?id=1o8QSz_lTEOy-ghrqig6lkJPWPpfs26Zn,
RELS 378,Ethical Issues in Six Religious Traditions,Peggy Morgan and Clive Lawton,2,https://drive.google.com/open?id=1jqMpn2dQag4pGGjPDUUG_bydolr7mefY,
Requesting,"Highway Capacity Manual 6thThe National Academies of Sciences, Engineering, and Medicine edition (ISBN: 978-0-309-36997-8)",,6th,https://www.mytrb.org/MyTRB/Store/Product.aspx?ID=8435,9780309369978
RPTA 160,Contemporary Sport Management,"Pedersen, Paul M., Thibault, Lucie",6,https://drive.google.com/open?id=1gGUlrSY_H-JwSUzg4uesp_rLB8mG5fy5,
RPTA 201,Pastimes: the context of contemporary leisure,Ruth Russell,7,https://drive.google.com/open?id=1TA34rZcYbXnrH1DZDdGvNN_3XsfQ1Mhb,
RPTA 201,Pastimes: the context of contemporary leisure,Ruth Russell,6th,https://drive.google.com/file/d/1IOzAfBAsZWlb9zPTyQpi4hSGHccUUx9A/view?usp=sharing,
RPTA 255,Leadership in Leisure Services,"Jordan, D. & Ramsing, R.",4,https://drive.google.com/open?id=1Q0lCcqbLvNyvJHDP96WXXMLsiD3IhckT,
SOC 110,You May Ask Yourself: An Introduction to Thinking like a Sociologist (Sixth Edition),Dalton Conley,6,https://b-ok.cc/book/5422912/19ce1e,
SOC 110,Introduction to Sociology,George Ritzer,5,https://drive.google.com/open?id=1F1SoMTba344YKWS36VzRj7Jz25UEFZ64,
SOC 110,Sociology In Action,"Kathleen Odell Korgen, Maxine P. Atkinson",,https://drive.google.com/open?id=1ZOGqDiwq6TkRhPqFtsaR3Vc6s9W3t9AV,
SOC 110,You May Ask Yourself: An Introduction To Thinking Like A Sociologist,Dalton Conley,6,https://drive.google.com/open?id=1e7ZldRGjpPE2NpO0jJMDnM_osVStsou9,
SOC 111,"Social Problems: Community, Policy and Social Action",Leon-Guerrero,6,https://drive.google.com/open?id=1R8bsylpRfmeQOoAUiJlhOpDv3JK9fcpa,
SOC 218,"Development and Social Change, A Global Perspective","Philip McMichael, Heloise Weber",7,https://drive.google.com/open?id=1rpWJ8dY7SOrhkxs44O8iPu2lpFGpgpXE,
SOC 218,Understanding Globalization,Robert K. Schaeffer,5,https://drive.google.com/open?id=1Eje5X64FhS2zJqhm5-JrkFGKsGVLp9dH,
SOC 305,Social Movements and Global Social Change,Robert K. Schaeffer,,https://drive.google.com/open?id=180NlgmqihICG9R4aYK0Jq1M-EeqO8eJz,
SOC 316,A Different Mirror: A History of Multicultural America,Ronald Takaki,,https://www.saddleback.edu/faculty/tmenzing/documents/AdifferentMirror.pdf,
SOC 326,Dimensions of Human Behavior: The Changing Life Course,Elizabeth D. Hutchinson,5th,https://drive.google.com/file/d/1-rItYKv2CmyVreZdwXSFs5dPNiHBnfWF/view,
SPAN 233,Aproximaciones al estudio de la literatura hispánica,Edward H. Friedman,7,https://drive.google.com/open?id=1dGWpmhcJ0TzC6W6FFlexkYzDghZ5j9Zc,
SPAN 233,Aproximaciones al estudio de la literatura hispánica,"Virgilio, Valdivieso y Friedman",7,https://drive.google.com/open?id=1dtY80_7Ph4ZmK0WaQBbwD2-CsKhQh9vD,
SS 120,Elements of the Nature and Properties of Soils,Nyle Brady and Ray R Weil,3,https://drive.google.com/file/d/1PTbpCKGVxZgCPMrENAgdo4KdsmutswDK/view?usp=sharing,
SS 120,Elements of the Nature and Properties of Soils,Nyle C. Brady; Ray R. Weil,,https://drive.google.com/open?id=199_w36nVsGNU9OgK0rAkJPmBgohGfGBr,
STAT 217,Introduction to Statistical Investigations,"Tintle, B. Chance, G. Cobb, A. Rossman, S. Roy, T. Swanson, J.",2,https://drive.google.com/open?id=12IVD8ch7J8iVxeUZBYStaePISG7SSoSJ,
STAT 217,OpenIntro Statistics,David M Diez,3,https://drive.google.com/file/d/1cqRn1oYiDanBevwQiEn0PrrsMmTXH6He/view?usp=sharing,
STAT 218,Introduction to Statistical Investigations,Tintle,1,https://1lib.us/book/3417750/70808e,
STAT 218,Introduction to Statistical Investigations,Nathan Tintle,1,https://libgen.is/book/index.php?md5=3AA75BF731D9A6DE0696772D38685018,
STAT 218,Statistics for the Life Sciences,"Samuels, Witmer, Schaffner",5,https://drive.google.com/file/d/1f10SWi9lnnvLWd9DOic7j7BREfDnH1YI/view?usp=sharing,9780321989581
STAT 218,Statistics for the Life Sciences,"Samuels, Witmer, Schaffner",4,https://drive.google.com/open?id=13_77MWGsgfOA2KQmEJQXM5kZISpSgoiv,
Stat 251,Business Statistics,"Sharpe, De Veaux and Velleman",,https://drive.google.com/open?id=1ii07h2B2j9SzCw0IgB_A16hAZR4Z60ce,
STAT 251/252,Business Statistics,"Sharpe, Deveaux, Velleman",3,https://drive.google.com/open?id=1mDCMaHtky5KloNKB8ceKUKIMrbx9ogTH,
STAT 251/252,Business Statistics,"Sharpe, De Veaux and Velleman",4,https://drive.google.com/open?id=1bUllKaAprm6yuvEd0aVr93DZvXnxKUd7,9780134705217
STAT 251/252,"Business Statistics, Global Edition, 4th Edition","Sharpe, Norean, De Veaux, Richard, Velleman etc.",4,https://drive.google.com/open?id=1dxAkBmyJ7q4jcFILg6xRGAaEG4Cu-eZh,9780134705217
STAT 252,Business Statistics,Sharpe,4th,https://drive.google.com/file/d/1ii07h2B2j9SzCw0IgB_A16hAZR4Z60ce/view,9780134705217
STAT 301,"Investigating Statistical Concepts, Applications, and Methods","Beth L. Chance, Allan J. Rossman",4,https://drive.google.com/open?id=1VuCbeJ-1j0KdwYUppRaoiy2Kw1nNbKzM,
STAT 301,"Investigating Statistical Concepts, Applications, and Methods","Beth L. Chance, Allan J. Rossman",4,https://drive.google.com/open?id=15CzJf4mNZHIvH0xf3GgwKDYz1VB4qxos,
STAT 301,"Investigating Statistical Concepts, Applications, and Methods","Beth L. Chance, Allan J. Rossman",3,https://drive.google.com/open?id=17GPZkKAAgl1SUFZEiL2ktLGy8LY_XYQk,
STAT 302,Stat 2: Building Models for a World of Data,Rossman,,http://stat2.org/manuals/Stat2RCompanion.pdf?fbclid=IwAR1bd_tR3_3TsZl9xKkxIQVa_qqDuUiHzQqa20IcGyTKFM3sQCLKT6GMWRM,
STAT 302,"Investigating Statistical Concepts, Applications, and Methods",Rossman/Chance,,https://drive.google.com/open?id=1RxKH_k7PVhczZw9fMPoHG4gFur1pya8Q,
STAT 312,Statistics for Engineers and Scientists,William Navidi,4th,https://drive.google.com/file/d/0B1qS2ZdnjA_2SWtvbmQ5aUdRVHM/view,
STAT 312,Statistics for Scientists and Engineers,William Navidi,4,https://drive.google.com/file/d/1AZaBnDIZEHPBmZf4W7YALI628asDP7vm/view?usp=sharing,
STAT 312,Applied Statistics for Engineers and Scientists,"Jay L. Devore, Nicholas R. Farnum, Jimmy A. Doi",3,https://drive.google.com/open?id=1LTnjsNS3ZsrV8S_dxUkIvCwd8LEkJipa,9781133111368
STAT 312,Applied Statistics for Engineers and Scientists,"Jay Devore, Nicholas Farnum, Jimmy Doi",3,https://drive.google.com/open?id=196VdtG7AvaNC8Ov93JQUSzOSh6Zao7b6,9781133111368
STAT 312,Heather Smith Class Notes - Statistical Methods For Engineers STAT 312/542,Heather Smith,,https://drive.google.com/open?id=1-mMfRPSCOHkZlDpiS-nUQtmrfO69GCN3,
STAT 312,Statistics For Engineers and Scientists,William Navidi,5,https://drive.google.com/open?id=1KFR6GlvufMVszuhIhThgcqwEzk-NaDi7,
STAT 312,Applied Statistics for Scientists and Engineers,Devore,3,https://drive.google.com/file/d/1bVjgOYJ0AV9BMfzJW9fuh6BS1M5XZm23/view?usp=sharing,9781133111368
STAT 313,Statistical Sleuth,"Fred Ramsey, Daniel Schafer",2,https://drive.google.com/open?id=1pgDKXKVyPbWMsXu_5qeNcvIW2jau0m8T,9780534389505
STAT 321,Statistics for Engineers & Scientists,William Navidi,Fourth,https://drive.google.com/file/d/0B1qS2ZdnjA_2SWtvbmQ5aUdRVHM/view,
STAT 321,Statistics for Scientists and Engineers,William Navidi,6th,https://drive.google.com/file/d/1AflY1W8r5cVUEl-IPLSz1Eajsf700PYd/view?usp=sharing,
STAT 321,Statistics for Engineers and Scientists,William Navidi,4,https://drive.google.com/open?id=1P8RlSsmbMz2ObApDwpom4DHCElmCvZrk,
STAT 321,Statistics for Engineers and Scientists,William Navidi,5,https://drive.google.com/open?id=1oy4r32HGXiwu_C9lun2HOj_Zqk3cA8eF,
STAT 321,Statistics for Engineers and Scientists,William Navidi,5,https://drive.google.com/open?id=1agP5foX49892rlItQ8Pjhd6qhB6CtXWO,
STAT 324,Applied Linear Statistical Models,Michael H. Kutner,5 (same as 6),https://drive.google.com/file/d/1IKs683nxqijzTcct0ZBlLG08PSyEky5C/view?usp=sharing,9780073108742
STAT 324,Applied Linear Statistical Models SOLUTION MANUAL,Michael H. Kutner,5,https://drive.google.com/file/d/1diu84zxi_r76yuARSZIkP1qwHmShJcu2/view?usp=sharing,
STAT 330,The Little SAS Book,Delwiche and Slaughter,6,https://drive.google.com/open?id=11EHLKazxGqa6gn8zzlDJvSYQzYs0t_u2,9781642952834
STAT 330,The Little SAS Book,Lora D. Delwiche,5,https://drive.google.com/open?id=1dYsa1rny7IkLkYgNXVx9fF52nnsRc3mT,
STAT 331,R for Everyone: Advanced Analytics & Graphics,Lander,2,https://drive.google.com/open?id=1Fb4LJ-jSML7ipwLgydv377PUhhUGZ_YL,
STAT 334,An R Companion to Applied Regression,"Fox, J. and Weisberg, S.",3rd,https://drive.google.com/file/d/17LeooCbhBJUBqD56L6TCgDmcwY0aRifj/view?usp=sharing,
STAT 334,Applied Regression Analysis & Generalized Linear Models,John Fox,3rd,https://www.pdfdrive.com/applied-regression-analysis-and-generalized-linear-models-d158418331.html,
STAT 350,"Probability with Apps in Engineering, Science, & Technology",Carlton and Devore,1st,https://drive.google.com/file/d/1euxpUCjyCc5c-yvt-TQvdMCN5YJTvp0B/view?usp=sharing,
STAT 350,Probability and Stochastic Processes,Yates and Goodman,3,https://drive.google.com/open?id=1Hnooe7uFkXHZYKyHRxIzBZ2KrCcTNLId,
STAT 350,"Probability and Stochastic Processes, A Friendly Introduction For Electrical and Computer Engineers","Roy D. Yates, David J. Goodman",3,https://drive.google.com/open?id=1QXy5XRHCzm3Iw6R5XfYUTRmMjj9SVfUj,
STAT 350,Probability With STEM Applications,"Matthew. A Carlton, Jay L. Devore",3,https://drive.google.com/open?id=1TMs0Bb-iOdFjqzJbfC6XqJ8PuBZ5NEZO,
STAT 418,Categorical Data Analysis,Alan Agresti,3,https://drive.google.com/open?id=1GpYufZBxc1S3plxCUfBYBuilgfadst4R,
STAT 419,METHODS OF MULTIVARIATE ANALYSIS,Alvin C. Rencher and William F. Christensen,Third,https://onlinelibrary-wiley-com.ezproxy.lib.calpoly.edu/doi/pdf/10.1002/9781118391686,9781118391686
Stat 421,Elementary Survey Sampling,Scheaffer,7,https://drive.google.com/open?id=1Nc3Ha3cqexnHiUPKqNqIZTK-lqAfsLsM,
STAT 425,Mathematical Statistics with Applications,Wackerly,7,https://drive.google.com/open?id=11XUH33ifDB_TflvqExrBY7BtS80QCUbn,
STAT 425,Probability and Statistics,DeGroot,4,https://drive.google.com/file/d/1Rmk4tQiSzToZRx_NZkILcUC1YABGwRRp/view?usp=sharing,
STAT 513,STAT2: Modelling with Regression and ANOVA,"Ann R. Cannon, George W. Cobb, Bradley A. Hartlaub, Julie M. Legler, Robin H. Lock, Thomas L. Moore, Allan J. Rossman, Jeffrey A. Witmer",2,https://drive.google.com/open?id=1QYAJrW6HWiEsMjmHJklro41J0eqkGFwa,
Stats 252,Business Statistcs,Shrape,4,https://drive.google.com/open?id=1HCNMpx4ImQFuh7iuaKkcU2mtkBA2htTx,9780134705217
STATS 313,Intermediate Statistical Investigations,"Nathan Tintle, Beth L_ Chance, Karen McGaughey",,https://drive.google.com/open?id=1QQAPDM63r_KLmzoZMyWzoAx0qLMa6W3l,
Stay 151/152,Business statistics,Sharp,4th,https://drive.google.com/file/d/1u2IXdIjxSircY_PXPSwEy2oXpkk6Lt01/view?usp=drive_web,9780134705217
TH 210,Disgraced (Link Actually Works),Ayad Ahktar,,https://literariness.org/wp-content/uploads/2021/02/Literariness.org-Disgraced-A-Play-by-Ayad-Akhtar-.pdf,
TH 210,Disgraced (Play),Ayad Akhtar,,http://library.lol/fiction/4967DB86B9A1B703FA48F0FE70B8BBD4,
TH 210,the curious incident of the dog in the nighttime,Simon Stephens,,https://drive.google.com/file/d/1RjDVjQvWdz4HofCoZAfIdbFpXB5vuDbC/view?usp=sharing,
TH 210,Vietgone,Qui Nguyen,,https://drive.google.com/file/d/1XAFIOHD_NUKK2gCrun7GxULdVAEJAqjP/view?usp=sharing,
TH 210,Water by the Spoonful,Quiara Alegría Hudes,,https://drive.google.com/file/d/1Jtna4aL6uUsctPIJEqN5S_AYcK10PHF_/view?usp=sharing,
TH 210,Disgraced,Ayad Akhtar,,https://drive.google.com/open?id=1FT_g9P9hOwoOvVPjOeN8m2CZ5C4U1Ch2,
TH 210,Disgraced,Ayad Akhtar,,https://drive.google.com/open?id=1_48NznutRGdzY4t03uuAyI8PFkzEMvFh,
TH 210,The Flick,Annie Baker,,https://mymission.lamission.edu/userdata/cucuzzrj/docs/The%20Flick.pdf,
TH 210,The Laramie Project,,,http://www.harringtonartsalliance.org/wp-content/uploads/2017/07/The-Laramie-Project-Script.pdf,
TH 210,Really Really,Paul Downs Colaizzo,,https://drive.google.com/open?id=1_48NznutRGdzY4t03uuAyI8PFkzEMvFh,
TH 227,Norton Anthology of Drama,"Gainor, Garner, & Puchner",1 (Long edition) / ISBN 9780393921519,(Open Library/1 hr loans) https://openlibrary.org/books/OL29675912M/Norton_Anthology_of_Drama,9780393921519
TH 227,Living Theatre: A History of Theatre,"Edwin Wilson, Alvin Goldfarb",7,https://drive.google.com/open?id=1ZIT_V4k4TXf3C3V-kClbJ4jt-yTzAYmX,
TH 227,Theatre Histories,Bruce McConachie,2,https://drive.google.com/open?id=1MH3tJDKcDq54KECGGgvNG6GK_v6tZK9x,
TH 228,The Servant of Two Masters,Carlo Goldoni,,https://drive.google.com/open?id=1b3GdOWvCWu316Rlif2bdT_P7ze0djWTZ,
Theater 210,Disgraced,Ayad Ahktar,(current link is the wrong file),https://drive.google.com/open?id=19OF1gb6H8K47Yg5ksS1fUz8XmGqsoGCc,
WGQS 201,"Introduction to Women's, Gender and Sexuality Studies",Saraswati,2,https://drive.google.com/open?id=1JAUwi0NlK7vHjY3l7SBBf4CyVeTo7u4L,
WGS 201,A History of US Feminisms,Rory C. Dicker,unknown,https://ebookcentral.proquest.com/lib/calpoly/reader.action?docID=679800&ppg=31,
WGS 201,"Gendered Voices, Feminist Visions: Classic and Contemporary Readings","Susan M. Shaw, Janet Lee",7,https://drive.google.com/open?id=1rb0nMOAZwTAAKMF1twQj9UcUq_k67g-m,
"WGS 201, WGS 204","Introduction to Women’s, Gender, and Sexuality Studies: Interdisciplinary and Intersectional Approaches",Saraswati,1,https://drive.google.com/open?id=12-nv1JVisgw_6-i9bru4Y7rLeGoNA2ku,
WLC 101,"Troika: A Communicative Approach to Russian Language, Life, and Culture",Marita Nummikoski,2,https://drive.google.com/open?id=1RVYSZnuuFmHb29QFcqiIco3RzaeIL1aq,
